,Unnamed: 0,moves,explanation
1304,1304,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1 O-O O-O Bb4 a3 Bxc3",
1305,1305,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1 O-O O-O Bb4 a3 Bxc3 bxc3",
1306,1306,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1 O-O O-O Bb4 a3 Bxc3 bxc3 Qe7",
1307,1307,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1 O-O O-O Bb4 a3 Bxc3 bxc3 Qe7 h3",
1308,1308,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1 O-O O-O Bb4 a3 Bxc3 bxc3 Qe7 h3 c5",
1309,1309,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1 O-O O-O Bb4 a3 Bxc3 bxc3 Qe7 h3 c5 d5",
1310,1310,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1 O-O O-O Bb4 a3 Bxc3 bxc3 Qe7 h3 c5 d5 exd5",
1311,1311,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1 O-O O-O Bb4 a3 Bxc3 bxc3 Qe7 h3 c5 d5 exd5 cxd5",
1312,1312,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1 O-O O-O Bb4 a3 Bxc3 bxc3 Qe7 h3 c5 d5 exd5 cxd5 Ba6",
1313,1313,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1 O-O O-O Bb4 a3 Bxc3 bxc3 Qe7 h3 c5 d5 exd5 cxd5 Ba6 a4",
1314,1314,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1 O-O O-O Bb4 a3 Bxc3 bxc3 Qe7 h3 c5 d5 exd5 cxd5 Ba6 a4 Bxf1",
1315,1315,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1 O-O O-O Bb4 a3 Bxc3 bxc3 Qe7 h3 c5 d5 exd5 cxd5 Ba6 a4 Bxf1 Qxf1",
1316,1316,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1 O-O O-O Bb4 a3 Bxc3 bxc3 Qe7 h3 c5 d5 exd5 cxd5 Ba6 a4 Bxf1 Qxf1 a5",
1317,1317,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1 O-O O-O Bb4 a3 Bxc3 bxc3 Qe7 h3 c5 d5 exd5 cxd5 Ba6 a4 Bxf1 Qxf1 a5 Ba3",
1318,1318,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1 O-O O-O Bb4 a3 Bxc3 bxc3 Qe7 h3 c5 d5 exd5 cxd5 Ba6 a4 Bxf1 Qxf1 a5 Ba3 Qe5",
1319,1319,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1 O-O O-O Bb4 a3 Bxc3 bxc3 Qe7 h3 c5 d5 exd5 cxd5 Ba6 a4 Bxf1 Qxf1 a5 Ba3 Qe5 Qd1",
1320,1320,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1 O-O O-O Bb4 a3 Bxc3 bxc3 Qe7 h3 c5 d5 exd5 cxd5 Ba6 a4 Bxf1 Qxf1 a5 Ba3 Qe5 Qd1 f4",
1321,1321,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1 O-O O-O Bb4 a3 Bxc3 bxc3 Qe7 h3 c5 d5 exd5 cxd5 Ba6 a4 Bxf1 Qxf1 a5 Ba3 Qe5 Qd1 f4 exf4",
1322,1322,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1 O-O O-O Bb4 a3 Bxc3 bxc3 Qe7 h3 c5 d5 exd5 cxd5 Ba6 a4 Bxf1 Qxf1 a5 Ba3 Qe5 Qd1 f4 exf4 Qxf4",
1323,1323,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1 O-O O-O Bb4 a3 Bxc3 bxc3 Qe7 h3 c5 d5 exd5 cxd5 Ba6 a4 Bxf1 Qxf1 a5 Ba3 Qe5 Qd1 f4 exf4 Qxf4 Bxc5",
1324,1324,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1 O-O O-O Bb4 a3 Bxc3 bxc3 Qe7 h3 c5 d5 exd5 cxd5 Ba6 a4 Bxf1 Qxf1 a5 Ba3 Qe5 Qd1 f4 exf4 Qxf4 Bxc5 Rf7",
1325,1325,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1 O-O O-O Bb4 a3 Bxc3 bxc3 Qe7 h3 c5 d5 exd5 cxd5 Ba6 a4 Bxf1 Qxf1 a5 Ba3 Qe5 Qd1 f4 exf4 Qxf4 Bxc5 Rf7 d6",
1326,1326,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1 O-O O-O Bb4 a3 Bxc3 bxc3 Qe7 h3 c5 d5 exd5 cxd5 Ba6 a4 Bxf1 Qxf1 a5 Ba3 Qe5 Qd1 f4 exf4 Qxf4 Bxc5 Rf7 d6 cxd6",
1327,1327,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1 O-O O-O Bb4 a3 Bxc3 bxc3 Qe7 h3 c5 d5 exd5 cxd5 Ba6 a4 Bxf1 Qxf1 a5 Ba3 Qe5 Qd1 f4 exf4 Qxf4 Bxc5 Rf7 d6 cxd6 Bb6",
1328,1328,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1 O-O O-O Bb4 a3 Bxc3 bxc3 Qe7 h3 c5 d5 exd5 cxd5 Ba6 a4 Bxf1 Qxf1 a5 Ba3 Qe5 Qd1 f4 exf4 Qxf4 Bxc5 Rf7 d6 cxd6 Bb6 Rb8",
1329,1329,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1 O-O O-O Bb4 a3 Bxc3 bxc3 Qe7 h3 c5 d5 exd5 cxd5 Ba6 a4 Bxf1 Qxf1 a5 Ba3 Qe5 Qd1 f4 exf4 Qxf4 Bxc5 Rf7 d6 cxd6 Bb6 Rb8 Ba7",
1330,1330,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1 O-O O-O Bb4 a3 Bxc3 bxc3 Qe7 h3 c5 d5 exd5 cxd5 Ba6 a4 Bxf1 Qxf1 a5 Ba3 Qe5 Qd1 f4 exf4 Qxf4 Bxc5 Rf7 d6 cxd6 Bb6 Rb8 Ba7 Rxa7",
1331,1331,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1 O-O O-O Bb4 a3 Bxc3 bxc3 Qe7 h3 c5 d5 exd5 cxd5 Ba6 a4 Bxf1 Qxf1 a5 Ba3 Qe5 Qd1 f4 exf4 Qxf4 Bxc5 Rf7 d6 cxd6 Bb6 Rb8 Ba7 Rxa7 Qd5+",
1332,1332,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1 O-O O-O Bb4 a3 Bxc3 bxc3 Qe7 h3 c5 d5 exd5 cxd5 Ba6 a4 Bxf1 Qxf1 a5 Ba3 Qe5 Qd1 f4 exf4 Qxf4 Bxc5 Rf7 d6 cxd6 Bb6 Rb8 Ba7 Rxa7 Qd5+ Kg7",
1333,1333,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1 O-O O-O Bb4 a3 Bxc3 bxc3 Qe7 h3 c5 d5 exd5 cxd5 Ba6 a4 Bxf1 Qxf1 a5 Ba3 Qe5 Qd1 f4 exf4 Qxf4 Bxc5 Rf7 d6 cxd6 Bb6 Rb8 Ba7 Rxa7 Qd5+ Kg7 Qd4+",
1334,1334,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1 O-O O-O Bb4 a3 Bxc3 bxc3 Qe7 h3 c5 d5 exd5 cxd5 Ba6 a4 Bxf1 Qxf1 a5 Ba3 Qe5 Qd1 f4 exf4 Qxf4 Bxc5 Rf7 d6 cxd6 Bb6 Rb8 Ba7 Rxa7 Qd5+ Kg7 Qd4+ Kf8",
1335,1335,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1 O-O O-O Bb4 a3 Bxc3 bxc3 Qe7 h3 c5 d5 exd5 cxd5 Ba6 a4 Bxf1 Qxf1 a5 Ba3 Qe5 Qd1 f4 exf4 Qxf4 Bxc5 Rf7 d6 cxd6 Bb6 Rb8 Ba7 Rxa7 Qd5+ Kg7 Qd4+ Kf8 Qxa7",
1336,1336,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1 O-O O-O Bb4 a3 Bxc3 bxc3 Qe7 h3 c5 d5 exd5 cxd5 Ba6 a4 Bxf1 Qxf1 a5 Ba3 Qe5 Qd1 f4 exf4 Qxf4 Bxc5 Rf7 d6 cxd6 Bb6 Rb8 Ba7 Rxa7 Qd5+ Kg7 Qd4+ Kf8 Qxa7 Re8",
1337,1337,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1 O-O O-O Bb4 a3 Bxc3 bxc3 Qe7 h3 c5 d5 exd5 cxd5 Ba6 a4 Bxf1 Qxf1 a5 Ba3 Qe5 Qd1 f4 exf4 Qxf4 Bxc5 Rf7 d6 cxd6 Bb6 Rb8 Ba7 Rxa7 Qd5+ Kg7 Qd4+ Kf8 Qxa7 Re8 Qxa5",
1338,1338,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1 O-O O-O Bb4 a3 Bxc3 bxc3 Qe7 h3 c5 d5 exd5 cxd5 Ba6 a4 Bxf1 Qxf1 a5 Ba3 Qe5 Qd1 f4 exf4 Qxf4 Bxc5 Rf7 d6 cxd6 Bb6 Rb8 Ba7 Rxa7 Qd5+ Kg7 Qd4+ Kf8 Qxa7 Re8 Qxa5 e3",
1339,1339,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1 O-O O-O Bb4 a3 Bxc3 bxc3 Qe7 h3 c5 d5 exd5 cxd5 Ba6 a4 Bxf1 Qxf1 a5 Ba3 Qe5 Qd1 f4 exf4 Qxf4 Bxc5 Rf7 d6 cxd6 Bb6 Rb8 Ba7 Rxa7 Qd5+ Kg7 Qd4+ Kf8 Qxa7 Re8 Qxa5 e3 Rf1",
1340,1340,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1 O-O O-O Bb4 a3 Bxc3 bxc3 Qe7 h3 c5 d5 exd5 cxd5 Ba6 a4 Bxf1 Qxf1 a5 Ba3 Qe5 Qd1 f4 exf4 Qxf4 Bxc5 Rf7 d6 cxd6 Bb6 Rb8 Ba7 Rxa7 Qd5+ Kg7 Qd4+ Kf8 Qxa7 Re8 Qxa5 e3 Rf1 exf2+",
1341,1341,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1 O-O O-O Bb4 a3 Bxc3 bxc3 Qe7 h3 c5 d5 exd5 cxd5 Ba6 a4 Bxf1 Qxf1 a5 Ba3 Qe5 Qd1 f4 exf4 Qxf4 Bxc5 Rf7 d6 cxd6 Bb6 Rb8 Ba7 Rxa7 Qd5+ Kg7 Qd4+ Kf8 Qxa7 Re8 Qxa5 e3 Rf1 exf2+ Rxf2",
1342,1342,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1 O-O O-O Bb4 a3 Bxc3 bxc3 Qe7 h3 c5 d5 exd5 cxd5 Ba6 a4 Bxf1 Qxf1 a5 Ba3 Qe5 Qd1 f4 exf4 Qxf4 Bxc5 Rf7 d6 cxd6 Bb6 Rb8 Ba7 Rxa7 Qd5+ Kg7 Qd4+ Kf8 Qxa7 Re8 Qxa5 e3 Rf1 exf2+ Rxf2 Re1+",
1343,1343,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1 O-O O-O Bb4 a3 Bxc3 bxc3 Qe7 h3 c5 d5 exd5 cxd5 Ba6 a4 Bxf1 Qxf1 a5 Ba3 Qe5 Qd1 f4 exf4 Qxf4 Bxc5 Rf7 d6 cxd6 Bb6 Rb8 Ba7 Rxa7 Qd5+ Kg7 Qd4+ Kf8 Qxa7 Re8 Qxa5 e3 Rf1 exf2+ Rxf2 Re1+ Rf1",
1344,1344,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1 O-O O-O Bb4 a3 Bxc3 bxc3 Qe7 h3 c5 d5 exd5 cxd5 Ba6 a4 Bxf1 Qxf1 a5 Ba3 Qe5 Qd1 f4 exf4 Qxf4 Bxc5 Rf7 d6 cxd6 Bb6 Rb8 Ba7 Rxa7 Qd5+ Kg7 Qd4+ Kf8 Qxa7 Re8 Qxa5 e3 Rf1 exf2+ Rxf2 Re1+ Rf1 Rxf1#",
1345,1345,"why in chess game, player took the following move - e4",
1346,1346,"why in chess game, player took the following move - e4 c5",
1347,1347,"why in chess game, player took the following move - e4 c5 d4",
1348,1348,"why in chess game, player took the following move - e4 c5 d4 cxd4",
1349,1349,"why in chess game, player took the following move - e4 c5 d4 cxd4 Qxd4",
1350,1350,"why in chess game, player took the following move - e4 c5 d4 cxd4 Qxd4 Nc6",
1351,1351,"why in chess game, player took the following move - e4 c5 d4 cxd4 Qxd4 Nc6 Qa4",
1352,1352,"why in chess game, player took the following move - e4 c5 d4 cxd4 Qxd4 Nc6 Qa4 Nf6",
1353,1353,"why in chess game, player took the following move - e4 c5 d4 cxd4 Qxd4 Nc6 Qa4 Nf6 Nc3",
1354,1354,"why in chess game, player took the following move - e4 c5 d4 cxd4 Qxd4 Nc6 Qa4 Nf6 Nc3 g6",
1355,1355,"why in chess game, player took the following move - e4 c5 d4 cxd4 Qxd4 Nc6 Qa4 Nf6 Nc3 g6 Nf3",
1356,1356,"why in chess game, player took the following move - e4 c5 d4 cxd4 Qxd4 Nc6 Qa4 Nf6 Nc3 g6 Nf3 Bg7",
1357,1357,"why in chess game, player took the following move - e4 c5 d4 cxd4 Qxd4 Nc6 Qa4 Nf6 Nc3 g6 Nf3 Bg7 Bb5",
1358,1358,"why in chess game, player took the following move - e4 c5 d4 cxd4 Qxd4 Nc6 Qa4 Nf6 Nc3 g6 Nf3 Bg7 Bb5 O-O",
1359,1359,"why in chess game, player took the following move - e4 c5 d4 cxd4 Qxd4 Nc6 Qa4 Nf6 Nc3 g6 Nf3 Bg7 Bb5 O-O O-O",
1360,1360,"why in chess game, player took the following move - e4 c5 d4 cxd4 Qxd4 Nc6 Qa4 Nf6 Nc3 g6 Nf3 Bg7 Bb5 O-O O-O a6",
1361,1361,"why in chess game, player took the following move - e4 c5 d4 cxd4 Qxd4 Nc6 Qa4 Nf6 Nc3 g6 Nf3 Bg7 Bb5 O-O O-O a6 Bg5",
1362,1362,"why in chess game, player took the following move - e4 c5 d4 cxd4 Qxd4 Nc6 Qa4 Nf6 Nc3 g6 Nf3 Bg7 Bb5 O-O O-O a6 Bg5 axb5",
1363,1363,"why in chess game, player took the following move - e4 c5 d4 cxd4 Qxd4 Nc6 Qa4 Nf6 Nc3 g6 Nf3 Bg7 Bb5 O-O O-O a6 Bg5 axb5 Qxa8",
1364,1364,"why in chess game, player took the following move - e4 c5 d4 cxd4 Qxd4 Nc6 Qa4 Nf6 Nc3 g6 Nf3 Bg7 Bb5 O-O O-O a6 Bg5 axb5 Qxa8 d5",
1365,1365,"why in chess game, player took the following move - e4 c5 d4 cxd4 Qxd4 Nc6 Qa4 Nf6 Nc3 g6 Nf3 Bg7 Bb5 O-O O-O a6 Bg5 axb5 Qxa8 d5 Rab1",
1366,1366,"why in chess game, player took the following move - e4 c5 d4 cxd4 Qxd4 Nc6 Qa4 Nf6 Nc3 g6 Nf3 Bg7 Bb5 O-O O-O a6 Bg5 axb5 Qxa8 d5 Rab1 dxe4",
1367,1367,"why in chess game, player took the following move - e4 c5 d4 cxd4 Qxd4 Nc6 Qa4 Nf6 Nc3 g6 Nf3 Bg7 Bb5 O-O O-O a6 Bg5 axb5 Qxa8 d5 Rab1 dxe4 Rbd1",
1368,1368,"why in chess game, player took the following move - e4 c5 d4 cxd4 Qxd4 Nc6 Qa4 Nf6 Nc3 g6 Nf3 Bg7 Bb5 O-O O-O a6 Bg5 axb5 Qxa8 d5 Rab1 dxe4 Rbd1 Qa5",
1369,1369,"why in chess game, player took the following move - e4 c5 d4 cxd4 Qxd4 Nc6 Qa4 Nf6 Nc3 g6 Nf3 Bg7 Bb5 O-O O-O a6 Bg5 axb5 Qxa8 d5 Rab1 dxe4 Rbd1 Qa5 Qxa5",
1370,1370,"why in chess game, player took the following move - e4 c5 d4 cxd4 Qxd4 Nc6 Qa4 Nf6 Nc3 g6 Nf3 Bg7 Bb5 O-O O-O a6 Bg5 axb5 Qxa8 d5 Rab1 dxe4 Rbd1 Qa5 Qxa5 Nxa5",
1371,1371,"why in chess game, player took the following move - e4 c5 d4 cxd4 Qxd4 Nc6 Qa4 Nf6 Nc3 g6 Nf3 Bg7 Bb5 O-O O-O a6 Bg5 axb5 Qxa8 d5 Rab1 dxe4 Rbd1 Qa5 Qxa5 Nxa5 Nxb5",
1372,1372,"why in chess game, player took the following move - e4 c5 d4 cxd4 Qxd4 Nc6 Qa4 Nf6 Nc3 g6 Nf3 Bg7 Bb5 O-O O-O a6 Bg5 axb5 Qxa8 d5 Rab1 dxe4 Rbd1 Qa5 Qxa5 Nxa5 Nxb5 exf3",
1373,1373,"why in chess game, player took the following move - e4 c5 d4 cxd4 Qxd4 Nc6 Qa4 Nf6 Nc3 g6 Nf3 Bg7 Bb5 O-O O-O a6 Bg5 axb5 Qxa8 d5 Rab1 dxe4 Rbd1 Qa5 Qxa5 Nxa5 Nxb5 exf3 gxf3",
1374,1374,"why in chess game, player took the following move - e4 c5 d4 cxd4 Qxd4 Nc6 Qa4 Nf6 Nc3 g6 Nf3 Bg7 Bb5 O-O O-O a6 Bg5 axb5 Qxa8 d5 Rab1 dxe4 Rbd1 Qa5 Qxa5 Nxa5 Nxb5 exf3 gxf3 Nc4",
1375,1375,"why in chess game, player took the following move - e4 c5 d4 cxd4 Qxd4 Nc6 Qa4 Nf6 Nc3 g6 Nf3 Bg7 Bb5 O-O O-O a6 Bg5 axb5 Qxa8 d5 Rab1 dxe4 Rbd1 Qa5 Qxa5 Nxa5 Nxb5 exf3 gxf3 Nc4 Na7",
1376,1376,"why in chess game, player took the following move - e4 c5 d4 cxd4 Qxd4 Nc6 Qa4 Nf6 Nc3 g6 Nf3 Bg7 Bb5 O-O O-O a6 Bg5 axb5 Qxa8 d5 Rab1 dxe4 Rbd1 Qa5 Qxa5 Nxa5 Nxb5 exf3 gxf3 Nc4 Na7 Nxb2",
1377,1377,"why in chess game, player took the following move - e4 c5 d4 cxd4 Qxd4 Nc6 Qa4 Nf6 Nc3 g6 Nf3 Bg7 Bb5 O-O O-O a6 Bg5 axb5 Qxa8 d5 Rab1 dxe4 Rbd1 Qa5 Qxa5 Nxa5 Nxb5 exf3 gxf3 Nc4 Na7 Nxb2 Rb1",
1378,1378,"why in chess game, player took the following move - e4 c5 d4 cxd4 Qxd4 Nc6 Qa4 Nf6 Nc3 g6 Nf3 Bg7 Bb5 O-O O-O a6 Bg5 axb5 Qxa8 d5 Rab1 dxe4 Rbd1 Qa5 Qxa5 Nxa5 Nxb5 exf3 gxf3 Nc4 Na7 Nxb2 Rb1 Nc4",
1379,1379,"why in chess game, player took the following move - e4 c5 d4 cxd4 Qxd4 Nc6 Qa4 Nf6 Nc3 g6 Nf3 Bg7 Bb5 O-O O-O a6 Bg5 axb5 Qxa8 d5 Rab1 dxe4 Rbd1 Qa5 Qxa5 Nxa5 Nxb5 exf3 gxf3 Nc4 Na7 Nxb2 Rb1 Nc4 Rb4",
1380,1380,"why in chess game, player took the following move - e4 c5 d4 cxd4 Qxd4 Nc6 Qa4 Nf6 Nc3 g6 Nf3 Bg7 Bb5 O-O O-O a6 Bg5 axb5 Qxa8 d5 Rab1 dxe4 Rbd1 Qa5 Qxa5 Nxa5 Nxb5 exf3 gxf3 Nc4 Na7 Nxb2 Rb1 Nc4 Rb4 Nd2",
1381,1381,"why in chess game, player took the following move - e4 c5 d4 cxd4 Qxd4 Nc6 Qa4 Nf6 Nc3 g6 Nf3 Bg7 Bb5 O-O O-O a6 Bg5 axb5 Qxa8 d5 Rab1 dxe4 Rbd1 Qa5 Qxa5 Nxa5 Nxb5 exf3 gxf3 Nc4 Na7 Nxb2 Rb1 Nc4 Rb4 Nd2 Rd1",
1382,1382,"why in chess game, player took the following move - e4 c5 d4 cxd4 Qxd4 Nc6 Qa4 Nf6 Nc3 g6 Nf3 Bg7 Bb5 O-O O-O a6 Bg5 axb5 Qxa8 d5 Rab1 dxe4 Rbd1 Qa5 Qxa5 Nxa5 Nxb5 exf3 gxf3 Nc4 Na7 Nxb2 Rb1 Nc4 Rb4 Nd2 Rd1 Nxf3+",
1383,1383,"why in chess game, player took the following move - e4 c5 d4 cxd4 Qxd4 Nc6 Qa4 Nf6 Nc3 g6 Nf3 Bg7 Bb5 O-O O-O a6 Bg5 axb5 Qxa8 d5 Rab1 dxe4 Rbd1 Qa5 Qxa5 Nxa5 Nxb5 exf3 gxf3 Nc4 Na7 Nxb2 Rb1 Nc4 Rb4 Nd2 Rd1 Nxf3+ Kf1",
1384,1384,"why in chess game, player took the following move - e4 c5 d4 cxd4 Qxd4 Nc6 Qa4 Nf6 Nc3 g6 Nf3 Bg7 Bb5 O-O O-O a6 Bg5 axb5 Qxa8 d5 Rab1 dxe4 Rbd1 Qa5 Qxa5 Nxa5 Nxb5 exf3 gxf3 Nc4 Na7 Nxb2 Rb1 Nc4 Rb4 Nd2 Rd1 Nxf3+ Kf1 Nxh2+",
1385,1385,"why in chess game, player took the following move - e4 c5 d4 cxd4 Qxd4 Nc6 Qa4 Nf6 Nc3 g6 Nf3 Bg7 Bb5 O-O O-O a6 Bg5 axb5 Qxa8 d5 Rab1 dxe4 Rbd1 Qa5 Qxa5 Nxa5 Nxb5 exf3 gxf3 Nc4 Na7 Nxb2 Rb1 Nc4 Rb4 Nd2 Rd1 Nxf3+ Kf1 Nxh2+ Kg1",
